time,cl,cl/1000,p' (cl),p'(cl/1000),SPL (cl),SPL (cl/1000)
0.304,-0.000866343,-8.66E-07,-0.000202872,-2.03E-07,20.12382182,-39.87617818
0.305,-0.000860799,-8.61E-07,-0.000201573,-2.02E-07,20.0680632,-39.9319368
0.306,-0.000855309,-8.55E-07,-0.000200288,-2.00E-07,20.01248896,-39.98751104
0.307,-0.000849872,-8.50E-07,-0.000199015,-1.99E-07,19.95709783,-40.04290217
0.308,-0.000844487,-8.44E-07,-0.000197754,-1.98E-07,19.90188861,-40.09811139
0.309,-0.000839154,-8.39E-07,-0.000196505,-1.97E-07,19.84686007,-40.15313993
0.31,-0.000833871,-8.34E-07,-0.000195268,-1.95E-07,19.79201101,-40.20798899
0.311,-0.000828639,-8.29E-07,-0.000194043,-1.94E-07,19.73734023,-40.26265977
0.312,-0.000823457,-8.23E-07,-0.000192829,-1.93E-07,19.68284655,-40.31715345
0.313,-0.000818323,-8.18E-07,-0.000191627,-1.92E-07,19.6285288,-40.3714712
0.314,-0.000813238,-8.13E-07,-0.000190436,-1.90E-07,19.57438582,-40.42561418
0.315,-0.000808201,-8.08E-07,-0.000189257,-1.89E-07,19.52041646,-40.47958354
0.316,-0.000803211,-8.03E-07,-0.000188088,-1.88E-07,19.46661958,-40.53338042
0.317,-0.000798267,-7.98E-07,-0.00018693,-1.87E-07,19.41299405,-40.58700595
0.318,-0.000793369,-7.93E-07,-0.000185783,-1.86E-07,19.35953876,-40.64046124
0.319,-0.000788517,-7.89E-07,-0.000184647,-1.85E-07,19.30625259,-40.69374741
0.32,-0.00078371,-7.84E-07,-0.000183521,-1.84E-07,19.25313446,-40.74686554
0.321,-0.000778947,-7.79E-07,-0.000182406,-1.82E-07,19.20018326,-40.79981674
0.322,-0.000774227,-7.74E-07,-0.000181301,-1.81E-07,19.14739794,-40.85260206
0.323,-0.000769551,-7.70E-07,-0.000180206,-1.80E-07,19.09477741,-40.90522259
0.324,-0.000764917,-7.65E-07,-0.000179121,-1.79E-07,19.04232063,-40.95767937
0.325,-0.000760326,-7.60E-07,-0.000178046,-1.78E-07,18.99002654,-41.00997346
0.326,-0.000755776,-7.56E-07,-0.00017698,-1.77E-07,18.93789411,-41.06210589
0.327,-0.000751268,-7.51E-07,-0.000175924,-1.76E-07,18.88592231,-41.11407769
0.328,-0.0007468,-7.47E-07,-0.000174878,-1.75E-07,18.83411013,-41.16588987
0.329,-0.000742372,-7.42E-07,-0.000173841,-1.74E-07,18.78245655,-41.21754345
0.33,-0.000737983,-7.38E-07,-0.000172814,-1.73E-07,18.73096057,-41.26903943
0.331,-0.000733634,-7.34E-07,-0.000171795,-1.72E-07,18.67962121,-41.32037879
0.332,-0.000729324,-7.29E-07,-0.000170786,-1.71E-07,18.62843749,-41.37156251
0.333,-0.000725052,-7.25E-07,-0.000169785,-1.70E-07,18.57740843,-41.42259157
0.334,-0.000720817,-7.21E-07,-0.000168794,-1.69E-07,18.52653307,-41.47346693
0.335,-0.00071662,-7.17E-07,-0.000167811,-1.68E-07,18.47581046,-41.52418954
0.336,-0.00071246,-7.12E-07,-0.000166837,-1.67E-07,18.42523966,-41.57476034
0.337,-0.000708336,-7.08E-07,-0.000165871,-1.66E-07,18.37481972,-41.62518028
0.338,-0.000704249,-7.04E-07,-0.000164914,-1.65E-07,18.32454973,-41.67545027
0.339,-0.000700197,-7.00E-07,-0.000163965,-1.64E-07,18.27442876,-41.72557124
0.34,-0.00069618,-6.96E-07,-0.000163024,-1.63E-07,18.22445591,-41.77554409
0.341,-0.000692198,-6.92E-07,-0.000162092,-1.62E-07,18.17463027,-41.82536973
0.342,-0.00068825,-6.88E-07,-0.000161168,-1.61E-07,18.12495096,-41.87504904
0.343,-0.000684336,-6.84E-07,-0.000160251,-1.60E-07,18.07541708,-41.92458292
0.344,-0.000680456,-6.80E-07,-0.000159342,-1.59E-07,18.02602776,-41.97397224
0.345,-0.000676609,-6.77E-07,-0.000158442,-1.58E-07,17.97678214,-42.02321786
0.346,-0.000672795,-6.73E-07,-0.000157548,-1.58E-07,17.92767935,-42.07232065
0.347,-0.000669013,-6.69E-07,-0.000156663,-1.57E-07,17.87871854,-42.12128146
0.348,-0.000665263,-6.65E-07,-0.000155785,-1.56E-07,17.82989886,-42.17010114
0.349,-0.000661545,-6.62E-07,-0.000154914,-1.55E-07,17.78121949,-42.21878051
0.35,-0.000657859,-6.58E-07,-0.000154051,-1.54E-07,17.73267959,-42.26732041
0.351,-0.000654203,-6.54E-07,-0.000153195,-1.53E-07,17.68427835,-42.31572165
0.352,-0.000650578,-6.51E-07,-0.000152346,-1.52E-07,17.63601494,-42.36398506
0.353,-0.000646983,-6.47E-07,-0.000151504,-1.52E-07,17.58788855,-42.41211145
0.354,-0.000643418,-6.43E-07,-0.000150669,-1.51E-07,17.53989841,-42.46010159
0.355,-0.000639883,-6.40E-07,-0.000149842,-1.50E-07,17.4920437,-42.5079563
0.356,-0.000636377,-6.36E-07,-0.000149021,-1.49E-07,17.44432365,-42.55567635
0.357,-0.0006329,-6.33E-07,-0.000148206,-1.48E-07,17.39673747,-42.60326253
0.358,-0.000629452,-6.29E-07,-0.000147399,-1.47E-07,17.34928441,-42.65071559
0.359,-0.000626032,-6.26E-07,-0.000146598,-1.47E-07,17.30196369,-42.69803631
0.36,-0.00062264,-6.23E-07,-0.000145804,-1.46E-07,17.25477456,-42.74522544
0.361,-0.000619276,-6.19E-07,-0.000145016,-1.45E-07,17.20771626,-42.79228374
0.362,-0.000615939,-6.16E-07,-0.000144235,-1.44E-07,17.16078806,-42.83921194
0.363,-0.00061263,-6.13E-07,-0.00014346,-1.43E-07,17.11398922,-42.88601078
0.364,-0.000609347,-6.09E-07,-0.000142691,-1.43E-07,17.067319,-42.932681
0.365,-0.00060609,-6.06E-07,-0.000141928,-1.42E-07,17.02077669,-42.97922331
0.366,-0.00060286,-6.03E-07,-0.000141172,-1.41E-07,16.97436156,-43.02563844
0.367,-0.000599656,-6.00E-07,-0.000140422,-1.40E-07,16.92807291,-43.07192709
0.368,-0.000596477,-5.96E-07,-0.000139677,-1.40E-07,16.88191002,-43.11808998
0.369,-0.000593324,-5.93E-07,-0.000138939,-1.39E-07,16.83587221,-43.16412779
0.37,-0.000590196,-5.90E-07,-0.000138206,-1.38E-07,16.78995877,-43.21004123
0.371,-0.000587093,-5.87E-07,-0.00013748,-1.37E-07,16.74416903,-43.25583097
0.372,-0.000584015,-5.84E-07,-0.000136759,-1.37E-07,16.69850229,-43.30149771
0.373,-0.00058096,-5.81E-07,-0.000136044,-1.36E-07,16.65295788,-43.34704212
0.374,-0.00057793,-5.78E-07,-0.000135334,-1.35E-07,16.60753514,-43.39246486
0.375,-0.000574924,-5.75E-07,-0.00013463,-1.35E-07,16.5622334,-43.4377666
0.376,-0.000571941,-5.72E-07,-0.000133931,-1.34E-07,16.517052,-43.482948
0.377,-0.000568981,-5.69E-07,-0.000133238,-1.33E-07,16.47199029,-43.52800971
0.378,-0.000566045,-5.66E-07,-0.000132551,-1.33E-07,16.42704762,-43.57295238
0.379,-0.000563131,-5.63E-07,-0.000131869,-1.32E-07,16.38222335,-43.61777665
0.38,-0.00056024,-5.60E-07,-0.000131192,-1.31E-07,16.33751684,-43.66248316
0.381,-0.000557372,-5.57E-07,-0.00013052,-1.31E-07,16.29292746,-43.70707254
0.382,-0.000554525,-5.55E-07,-0.000129853,-1.30E-07,16.24845459,-43.75154541
0.383,-0.000551701,-5.52E-07,-0.000129192,-1.29E-07,16.20409761,-43.79590239
0.384,-0.000548898,-5.49E-07,-0.000128535,-1.29E-07,16.15985589,-43.84014411
0.385,-0.000546116,-5.46E-07,-0.000127884,-1.28E-07,16.11572884,-43.88427116
0.386,-0.000543356,-5.43E-07,-0.000127238,-1.27E-07,16.07171583,-43.92828417
0.387,-0.000540617,-5.41E-07,-0.000126596,-1.27E-07,16.02781628,-43.97218372
0.388,-0.000537898,-5.38E-07,-0.00012596,-1.26E-07,15.98402958,-44.01597042
0.389,-0.0005352,-5.35E-07,-0.000125328,-1.25E-07,15.94035515,-44.05964485
0.39,-0.000532523,-5.33E-07,-0.000124701,-1.25E-07,15.89679239,-44.10320761
0.391,-0.000529865,-5.30E-07,-0.000124079,-1.24E-07,15.85334074,-44.14665926
0.392,-0.000527228,-5.27E-07,-0.000123461,-1.23E-07,15.8099996,-44.1900004
0.393,-0.00052461,-5.25E-07,-0.000122848,-1.23E-07,15.76676841,-44.23323159
0.394,-0.000522012,-5.22E-07,-0.00012224,-1.22E-07,15.7236466,-44.2763534
0.395,-0.000519434,-5.19E-07,-0.000121636,-1.22E-07,15.68063361,-44.31936639
0.396,-0.000516874,-5.17E-07,-0.000121037,-1.21E-07,15.63772887,-44.36227113
0.397,-0.000514334,-5.14E-07,-0.000120442,-1.20E-07,15.59493184,-44.40506816
0.398,-0.000511812,-5.12E-07,-0.000119851,-1.20E-07,15.55224196,-44.44775804
0.399,-0.000509309,-5.09E-07,-0.000119265,-1.19E-07,15.50965869,-44.49034131
0.4,-0.000506825,-5.07E-07,-0.000118683,-1.19E-07,15.46718148,-44.53281852
0.401,-0.000504358,-5.04E-07,-0.000118106,-1.18E-07,15.4248098,-44.5751902
0.402,-0.00050191,-5.02E-07,-0.000117532,-1.18E-07,15.38254312,-44.61745688
0.403,-0.000499479,-4.99E-07,-0.000116963,-1.17E-07,15.34038091,-44.65961909
0.404,-0.000497067,-4.97E-07,-0.000116398,-1.16E-07,15.29832263,-44.70167737
0.405,-0.000494672,-4.95E-07,-0.000115837,-1.16E-07,15.25636778,-44.74363222
0.406,-0.000492294,-4.92E-07,-0.00011528,-1.15E-07,15.21451583,-44.78548417
0.407,-0.000489933,-4.90E-07,-0.000114728,-1.15E-07,15.17276627,-44.82723373
0.408,-0.00048759,-4.88E-07,-0.000114179,-1.14E-07,15.1311186,-44.8688814
0.409,-0.000485263,-4.85E-07,-0.000113634,-1.14E-07,15.0895723,-44.9104277
0.41,-0.000482953,-4.83E-07,-0.000113093,-1.13E-07,15.04812688,-44.95187312
0.411,-0.00048066,-4.81E-07,-0.000112556,-1.13E-07,15.00678184,-44.99321816
0.412,-0.000478383,-4.78E-07,-0.000112023,-1.12E-07,14.96553668,-45.03446332
0.413,-0.000476122,-4.76E-07,-0.000111493,-1.11E-07,14.92439091,-45.07560909
0.414,-0.000473877,-4.74E-07,-0.000110968,-1.11E-07,14.88334406,-45.11665594
0.415,-0.000471648,-4.72E-07,-0.000110446,-1.10E-07,14.84239563,-45.15760437
0.416,-0.000469435,-4.69E-07,-0.000109928,-1.10E-07,14.80154515,-45.19845485
0.417,-0.000467238,-4.67E-07,-0.000109413,-1.09E-07,14.76079213,-45.23920787
0.418,-0.000465056,-4.65E-07,-0.000108902,-1.09E-07,14.72013612,-45.27986388
0.419,-0.00046289,-4.63E-07,-0.000108395,-1.08E-07,14.67957664,-45.32042336
0.42,-0.000460738,-4.61E-07,-0.000107891,-1.08E-07,14.63911322,-45.36088678
0.421,-0.000458602,-4.59E-07,-0.000107391,-1.07E-07,14.59874541,-45.40125459
0.422,-0.00045648,-4.56E-07,-0.000106894,-1.07E-07,14.55847274,-45.44152726
0.423,-0.000454374,-4.54E-07,-0.000106401,-1.06E-07,14.51829477,-45.48170523
0.424,-0.000452282,-4.52E-07,-0.000105911,-1.06E-07,14.47821103,-45.52178897
0.425,-0.000450204,-4.50E-07,-0.000105424,-1.05E-07,14.43822108,-45.56177892
0.426,-0.000448141,-4.48E-07,-0.000104941,-1.05E-07,14.39832448,-45.60167552
0.427,-0.000446092,-4.46E-07,-0.000104461,-1.04E-07,14.35852079,-45.64147921
0.428,-0.000444057,-4.44E-07,-0.000103985,-1.04E-07,14.31880956,-45.68119044
0.429,-0.000442036,-4.42E-07,-0.000103512,-1.04E-07,14.27919036,-45.72080964
0.43,-0.000440029,-4.40E-07,-0.000103042,-1.03E-07,14.23966276,-45.76033724
0.431,-0.000438036,-4.38E-07,-0.000102575,-1.03E-07,14.20022633,-45.79977367
0.432,-0.000436056,-4.36E-07,-0.000102111,-1.02E-07,14.16088064,-45.83911936
0.433,-0.00043409,-4.34E-07,-0.000101651,-1.02E-07,14.12162527,-45.87837473
0.434,-0.000432137,-4.32E-07,-0.000101194,-1.01E-07,14.0824598,-45.9175402
0.435,-0.000430197,-4.30E-07,-0.000100739,-1.01E-07,14.04338382,-45.95661618
0.436,-0.000428271,-4.28E-07,-0.000100288,-1.00E-07,14.0043969,-45.9956031
0.437,-0.000426357,-4.26E-07,-9.98E-05,-9.98E-08,13.96549864,-46.03450136
0.438,-0.000424456,-4.24E-07,-9.94E-05,-9.94E-08,13.92668862,-46.07331138
0.439,-0.000422568,-4.23E-07,-9.90E-05,-9.90E-08,13.88796645,-46.11203355
0.44,-0.000420693,-4.21E-07,-9.85E-05,-9.85E-08,13.84933173,-46.15066827
0.441,-0.00041883,-4.19E-07,-9.81E-05,-9.81E-08,13.81078404,-46.18921596
0.442,-0.000416979,-4.17E-07,-9.76E-05,-9.76E-08,13.77232299,-46.22767701
0.443,-0.000415141,-4.15E-07,-9.72E-05,-9.72E-08,13.7339482,-46.2660518
0.444,-0.000413315,-4.13E-07,-9.68E-05,-9.68E-08,13.69565926,-46.30434074
0.445,-0.000411501,-4.12E-07,-9.64E-05,-9.64E-08,13.6574558,-46.3425442
0.446,-0.000409699,-4.10E-07,-9.59E-05,-9.59E-08,13.61933741,-46.38066259
0.447,-0.000407909,-4.08E-07,-9.55E-05,-9.55E-08,13.58130373,-46.41869627
0.448,-0.000406131,-4.06E-07,-9.51E-05,-9.51E-08,13.54335437,-46.45664563
0.449,-0.000404364,-4.04E-07,-9.47E-05,-9.47E-08,13.50548894,-46.49451106
0.45,-0.000402609,-4.03E-07,-9.43E-05,-9.43E-08,13.46770708,-46.53229292
0.451,-0.000400866,-4.01E-07,-9.39E-05,-9.39E-08,13.43000841,-46.56999159
0.452,-0.000399133,-3.99E-07,-9.35E-05,-9.35E-08,13.39239257,-46.60760743
0.453,-0.000397412,-3.97E-07,-9.31E-05,-9.31E-08,13.35485917,-46.64514083
0.454,-0.000395703,-3.96E-07,-9.27E-05,-9.27E-08,13.31740787,-46.68259213
0.455,-0.000394004,-3.94E-07,-9.23E-05,-9.23E-08,13.28003829,-46.71996171
0.456,-0.000392316,-3.92E-07,-9.19E-05,-9.19E-08,13.24275007,-46.75724993
0.457,-0.000390639,-3.91E-07,-9.15E-05,-9.15E-08,13.20554285,-46.79445715
0.458,-0.000388973,-3.89E-07,-9.11E-05,-9.11E-08,13.16841629,-46.83158371
0.459,-0.000387317,-3.87E-07,-9.07E-05,-9.07E-08,13.13137002,-46.86862998
0.46,-0.000385673,-3.86E-07,-9.03E-05,-9.03E-08,13.0944037,-46.9055963
0.461,-0.000384038,-3.84E-07,-8.99E-05,-8.99E-08,13.05751698,-46.94248302
0.462,-0.000382414,-3.82E-07,-8.96E-05,-8.96E-08,13.0207095,-46.9792905
0.463,-0.000380801,-3.81E-07,-8.92E-05,-8.92E-08,12.98398093,-47.01601907
0.464,-0.000379197,-3.79E-07,-8.88E-05,-8.88E-08,12.94733093,-47.05266907
0.465,-0.000377604,-3.78E-07,-8.84E-05,-8.84E-08,12.91075914,-47.08924086
0.466,-0.000376021,-3.76E-07,-8.81E-05,-8.81E-08,12.87426525,-47.12573475
0.467,-0.000374448,-3.74E-07,-8.77E-05,-8.77E-08,12.83784891,-47.16215109
0.468,-0.000372884,-3.73E-07,-8.73E-05,-8.73E-08,12.80150978,-47.19849022
0.469,-0.000371331,-3.71E-07,-8.70E-05,-8.70E-08,12.76524754,-47.23475246
0.47,-0.000369787,-3.70E-07,-8.66E-05,-8.66E-08,12.72906187,-47.27093813
0.471,-0.000368253,-3.68E-07,-8.62E-05,-8.62E-08,12.69295242,-47.30704758
0.472,-0.000366728,-3.67E-07,-8.59E-05,-8.59E-08,12.65691888,-47.34308112
0.473,-0.000365213,-3.65E-07,-8.55E-05,-8.55E-08,12.62096093,-47.37903907
0.474,-0.000363708,-3.64E-07,-8.52E-05,-8.52E-08,12.58507824,-47.41492176
0.475,-0.000362211,-3.62E-07,-8.48E-05,-8.48E-08,12.54927051,-47.45072949
0.476,-0.000360724,-3.61E-07,-8.45E-05,-8.45E-08,12.5135374,-47.4864626
0.477,-0.000359246,-3.59E-07,-8.41E-05,-8.41E-08,12.47787861,-47.52212139
0.478,-0.000357778,-3.58E-07,-8.38E-05,-8.38E-08,12.44229382,-47.55770618
0.479,-0.000356318,-3.56E-07,-8.34E-05,-8.34E-08,12.40678273,-47.59321727
0.48,-0.000354867,-3.55E-07,-8.31E-05,-8.31E-08,12.37134503,-47.62865497
0.481,-0.000353425,-3.53E-07,-8.28E-05,-8.28E-08,12.33598041,-47.66401959
0.482,-0.000351992,-3.52E-07,-8.24E-05,-8.24E-08,12.30068856,-47.69931144
0.483,-0.000350568,-3.51E-07,-8.21E-05,-8.21E-08,12.26546919,-47.73453081
0.484,-0.000349152,-3.49E-07,-8.18E-05,-8.18E-08,12.23032199,-47.76967801
0.485,-0.000347745,-3.48E-07,-8.14E-05,-8.14E-08,12.19524666,-47.80475334
0.486,-0.000346346,-3.46E-07,-8.11E-05,-8.11E-08,12.16024291,-47.83975709
0.487,-0.000344956,-3.45E-07,-8.08E-05,-8.08E-08,12.12531045,-47.87468955
0.488,-0.000343575,-3.44E-07,-8.05E-05,-8.05E-08,12.09044898,-47.90955102
0.489,-0.000342201,-3.42E-07,-8.01E-05,-8.01E-08,12.05565821,-47.94434179
0.49,-0.000340836,-3.41E-07,-7.98E-05,-7.98E-08,12.02093784,-47.97906216
0.491,-0.000339479,-3.39E-07,-7.95E-05,-7.95E-08,11.9862876,-48.0137124
0.492,-0.00033813,-3.38E-07,-7.92E-05,-7.92E-08,11.9517072,-48.0482928
0.493,-0.000336789,-3.37E-07,-7.89E-05,-7.89E-08,11.91719634,-48.08280366
0.494,-0.000335457,-3.35E-07,-7.86E-05,-7.86E-08,11.88275477,-48.11724523
0.495,-0.000334132,-3.34E-07,-7.82E-05,-7.82E-08,11.84838218,-48.15161782
0.496,-0.000332815,-3.33E-07,-7.79E-05,-7.79E-08,11.8140783,-48.1859217
0.497,-0.000331505,-3.32E-07,-7.76E-05,-7.76E-08,11.77984285,-48.22015715
0.498,-0.000330204,-3.30E-07,-7.73E-05,-7.73E-08,11.74567556,-48.25432444
0.499,-0.00032891,-3.29E-07,-7.70E-05,-7.70E-08,11.71157616,-48.28842384
0.5,-0.000327624,-3.28E-07,-7.67E-05,-7.67E-08,11.67754437,-48.32245563
0.501,-0.000326345,-3.26E-07,-7.64E-05,-7.64E-08,11.64357993,-48.35642007
0.502,-0.000325074,-3.25E-07,-7.61E-05,-7.61E-08,11.60968256,-48.39031744
0.503,-0.000323811,-3.24E-07,-7.58E-05,-7.58E-08,11.57585199,-48.42414801
0.504,-0.000322554,-3.23E-07,-7.55E-05,-7.55E-08,11.54208796,-48.45791204
0.505,-0.000321305,-3.21E-07,-7.52E-05,-7.52E-08,11.50839022,-48.49160978
0.506,-0.000320064,-3.20E-07,-7.49E-05,-7.49E-08,11.47475848,-48.52524152
0.507,-0.000318829,-3.19E-07,-7.47E-05,-7.47E-08,11.44119251,-48.55880749
0.508,-0.000317602,-3.18E-07,-7.44E-05,-7.44E-08,11.40769203,-48.59230797
0.509,-0.000316382,-3.16E-07,-7.41E-05,-7.41E-08,11.37425678,-48.62574322
0.51,-0.000315169,-3.15E-07,-7.38E-05,-7.38E-08,11.34088652,-48.65911348
0.511,-0.000313962,-3.14E-07,-7.35E-05,-7.35E-08,11.30758098,-48.69241902
0.512,-0.000312763,-3.13E-07,-7.32E-05,-7.32E-08,11.27433992,-48.72566008
0.513,-0.000311571,-3.12E-07,-7.30E-05,-7.30E-08,11.24116308,-48.75883692
0.514,-0.000310385,-3.10E-07,-7.27E-05,-7.27E-08,11.20805021,-48.79194979
0.515,-0.000309206,-3.09E-07,-7.24E-05,-7.24E-08,11.17500107,-48.82499893
0.516,-0.000308034,-3.08E-07,-7.21E-05,-7.21E-08,11.1420154,-48.8579846
0.517,-0.000306869,-3.07E-07,-7.19E-05,-7.19E-08,11.10909296,-48.89090704
0.518,-0.00030571,-3.06E-07,-7.16E-05,-7.16E-08,11.07623351,-48.92376649
0.519,-0.000304558,-3.05E-07,-7.13E-05,-7.13E-08,11.0434368,-48.9565632
0.52,-0.000303413,-3.03E-07,-7.11E-05,-7.11E-08,11.0107026,-48.9892974
0.521,-0.000302274,-3.02E-07,-7.08E-05,-7.08E-08,10.97803065,-49.02196935
0.522,-0.000301141,-3.01E-07,-7.05E-05,-7.05E-08,10.94542073,-49.05457927
0.523,-0.000300014,-3.00E-07,-7.03E-05,-7.03E-08,10.9128726,-49.0871274
0.524,-0.000298894,-2.99E-07,-7.00E-05,-7.00E-08,10.88038602,-49.11961398
0.525,-0.000297781,-2.98E-07,-6.97E-05,-6.97E-08,10.84796075,-49.15203925
0.526,-0.000296673,-2.97E-07,-6.95E-05,-6.95E-08,10.81559657,-49.18440343
0.527,-0.000295572,-2.96E-07,-6.92E-05,-6.92E-08,10.78329323,-49.21670677
0.528,-0.000294477,-2.94E-07,-6.90E-05,-6.90E-08,10.75105052,-49.24894948
0.529,-0.000293388,-2.93E-07,-6.87E-05,-6.87E-08,10.7188682,-49.2811318
0.53,-0.000292305,-2.92E-07,-6.84E-05,-6.84E-08,10.68674604,-49.31325396
0.531,-0.000291228,-2.91E-07,-6.82E-05,-6.82E-08,10.65468382,-49.34531618
0.532,-0.000290157,-2.90E-07,-6.79E-05,-6.79E-08,10.62268131,-49.37731869
0.533,-0.000289092,-2.89E-07,-6.77E-05,-6.77E-08,10.59073829,-49.40926171
0.534,-0.000288032,-2.88E-07,-6.74E-05,-6.74E-08,10.55885453,-49.44114547
0.535,-0.000286979,-2.87E-07,-6.72E-05,-6.72E-08,10.52702982,-49.47297018
0.536,-0.000285931,-2.86E-07,-6.70E-05,-6.70E-08,10.49526393,-49.50473607
0.537,-0.000284889,-2.85E-07,-6.67E-05,-6.67E-08,10.46355665,-49.53644335
0.538,-0.000283853,-2.84E-07,-6.65E-05,-6.65E-08,10.43190775,-49.56809225
0.539,-0.000282823,-2.83E-07,-6.62E-05,-6.62E-08,10.40031702,-49.59968298
0.54,-0.000281798,-2.82E-07,-6.60E-05,-6.60E-08,10.36878425,-49.63121575
0.541,-0.000280779,-2.81E-07,-6.58E-05,-6.58E-08,10.33730921,-49.66269079
0.542,-0.000279765,-2.80E-07,-6.55E-05,-6.55E-08,10.30589171,-49.69410829
0.543,-0.000278757,-2.79E-07,-6.53E-05,-6.53E-08,10.27453152,-49.72546848
0.544,-0.000277754,-2.78E-07,-6.50E-05,-6.50E-08,10.24322845,-49.75677155
0.545,-0.000276756,-2.77E-07,-6.48E-05,-6.48E-08,10.21198226,-49.78801774
0.546,-0.000275764,-2.76E-07,-6.46E-05,-6.46E-08,10.18079277,-49.81920723
0.547,-0.000274778,-2.75E-07,-6.43E-05,-6.43E-08,10.14965975,-49.85034025
0.548,-0.000273796,-2.74E-07,-6.41E-05,-6.41E-08,10.11858301,-49.88141699
0.549,-0.00027282,-2.73E-07,-6.39E-05,-6.39E-08,10.08756234,-49.91243766
0.55,-0.000271849,-2.72E-07,-6.37E-05,-6.37E-08,10.05659754,-49.94340246
0.551,-0.000270884,-2.71E-07,-6.34E-05,-6.34E-08,10.02568841,-49.97431159
0.552,-0.000269923,-2.70E-07,-6.32E-05,-6.32E-08,9.994834733,-50.00516527
0.553,-0.000268968,-2.69E-07,-6.30E-05,-6.30E-08,9.964036326,-50.03596367
0.554,-0.000268018,-2.68E-07,-6.28E-05,-6.28E-08,9.933292981,-50.06670702
0.555,-0.000267072,-2.67E-07,-6.25E-05,-6.25E-08,9.9026045,-50.0973955
0.556,-0.000266132,-2.66E-07,-6.23E-05,-6.23E-08,9.87197069,-50.12802931
0.557,-0.000265197,-2.65E-07,-6.21E-05,-6.21E-08,9.841391347,-50.15860865
0.558,-0.000264266,-2.64E-07,-6.19E-05,-6.19E-08,9.810866286,-50.18913371
0.559,-0.000263341,-2.63E-07,-6.17E-05,-6.17E-08,9.780395306,-50.21960469
0.56,-0.00026242,-2.62E-07,-6.15E-05,-6.15E-08,9.749978221,-50.25002178
0.561,-0.000261505,-2.62E-07,-6.12E-05,-6.12E-08,9.719614834,-50.28038517
0.562,-0.000260594,-2.61E-07,-6.10E-05,-6.10E-08,9.689304953,-50.31069505
0.563,-0.000259687,-2.60E-07,-6.08E-05,-6.08E-08,9.659048394,-50.34095161
0.564,-0.000258786,-2.59E-07,-6.06E-05,-6.06E-08,9.628844961,-50.37115504
0.565,-0.000257889,-2.58E-07,-6.04E-05,-6.04E-08,9.598694472,-50.40130553
0.566,-0.000256997,-2.57E-07,-6.02E-05,-6.02E-08,9.56859674,-50.43140326
0.567,-0.00025611,-2.56E-07,-6.00E-05,-6.00E-08,9.538551575,-50.46144842
0.568,-0.000255227,-2.55E-07,-5.98E-05,-5.98E-08,9.508558797,-50.4914412
0.569,-0.000254349,-2.54E-07,-5.96E-05,-5.96E-08,9.478618219,-50.52138178
0.57,-0.000253475,-2.53E-07,-5.94E-05,-5.94E-08,9.448729662,-50.55127034
0.571,-0.000252606,-2.53E-07,-5.92E-05,-5.92E-08,9.418892941,-50.58110706
0.572,-0.000251741,-2.52E-07,-5.90E-05,-5.90E-08,9.389107873,-50.61089213
0.573,-0.000250881,-2.51E-07,-5.87E-05,-5.87E-08,9.359374285,-50.64062571
0.574,-0.000250025,-2.50E-07,-5.85E-05,-5.85E-08,9.329691995,-50.67030801
0.575,-0.000249173,-2.49E-07,-5.83E-05,-5.83E-08,9.300060823,-50.69993918
0.576,-0.000248326,-2.48E-07,-5.82E-05,-5.82E-08,9.270480595,-50.72951941
0.577,-0.000247483,-2.47E-07,-5.80E-05,-5.80E-08,9.24095113,-50.75904887
0.578,-0.000246645,-2.47E-07,-5.78E-05,-5.78E-08,9.211472254,-50.78852775
0.579,-0.000245811,-2.46E-07,-5.76E-05,-5.76E-08,9.182043803,-50.8179562
0.58,-0.000244981,-2.45E-07,-5.74E-05,-5.74E-08,9.152665588,-50.84733441
0.581,-0.000244155,-2.44E-07,-5.72E-05,-5.72E-08,9.123337447,-50.87666255
0.582,-0.000243333,-2.43E-07,-5.70E-05,-5.70E-08,9.094059204,-50.9059408
0.583,-0.000242516,-2.43E-07,-5.68E-05,-5.68E-08,9.064830686,-50.93516931
0.584,-0.000241702,-2.42E-07,-5.66E-05,-5.66E-08,9.035651732,-50.96434827
0.585,-0.000240893,-2.41E-07,-5.64E-05,-5.64E-08,9.006522163,-50.99347784
0.586,-0.000240088,-2.40E-07,-5.62E-05,-5.62E-08,8.977441818,-51.02255818
0.587,-0.000239287,-2.39E-07,-5.60E-05,-5.60E-08,8.948410524,-51.05158948
0.588,-0.00023849,-2.38E-07,-5.58E-05,-5.58E-08,8.91942812,-51.08057188
0.589,-0.000237697,-2.38E-07,-5.57E-05,-5.57E-08,8.890494438,-51.10950556
0.59,-0.000236908,-2.37E-07,-5.55E-05,-5.55E-08,8.861609314,-51.13839069
0.591,-0.000236122,-2.36E-07,-5.53E-05,-5.53E-08,8.832772586,-51.16722741
0.592,-0.000235341,-2.35E-07,-5.51E-05,-5.51E-08,8.803984083,-51.19601592
0.593,-0.000234564,-2.35E-07,-5.49E-05,-5.49E-08,8.775243651,-51.22475635
0.594,-0.00023379,-2.34E-07,-5.47E-05,-5.47E-08,8.746551126,-51.25344887
0.595,-0.00023302,-2.33E-07,-5.46E-05,-5.46E-08,8.71790635,-51.28209365
0.596,-0.000232254,-2.32E-07,-5.44E-05,-5.44E-08,8.689309162,-51.31069084
